group	colour	x	y	showSelected1	showSelected2
93	#A3A500	1967	51.884	Nicaragua	Americas
93	#A3A500	1972	55.151	Nicaragua	Americas
93	#A3A500	1977	57.47	Nicaragua	Americas
93	#A3A500	1982	59.298	Nicaragua	Americas
93	#A3A500	1987	62.008	Nicaragua	Americas
93	#A3A500	1992	65.843	Nicaragua	Americas
93	#A3A500	1997	68.426	Nicaragua	Americas
93	#A3A500	2002	70.836	Nicaragua	Americas
93	#A3A500	2007	72.899	Nicaragua	Americas
94	#F8766D	1952	37.444	Niger	Africa
94	#F8766D	1957	38.598	Niger	Africa
94	#F8766D	1962	39.487	Niger	Africa
94	#F8766D	1967	40.118	Niger	Africa
94	#F8766D	1972	40.546	Niger	Africa
94	#F8766D	1977	41.291	Niger	Africa
94	#F8766D	1982	42.598	Niger	Africa
94	#F8766D	1987	44.555	Niger	Africa
94	#F8766D	1992	47.391	Niger	Africa
94	#F8766D	1997	51.313	Niger	Africa
94	#F8766D	2002	54.496	Niger	Africa
94	#F8766D	2007	56.867	Niger	Africa
95	#F8766D	1952	36.324	Nigeria	Africa
95	#F8766D	1957	37.802	Nigeria	Africa
95	#F8766D	1962	39.36	Nigeria	Africa
95	#F8766D	1967	41.04	Nigeria	Africa
95	#F8766D	1972	42.821	Nigeria	Africa
95	#F8766D	1977	44.514	Nigeria	Africa
95	#F8766D	1982	45.826	Nigeria	Africa
95	#F8766D	1987	46.886	Nigeria	Africa
95	#F8766D	1992	47.472	Nigeria	Africa
95	#F8766D	1997	47.464	Nigeria	Africa
95	#F8766D	2002	46.608	Nigeria	Africa
95	#F8766D	2007	46.859	Nigeria	Africa
96	#00B0F6	1952	72.67	Norway	Europe
96	#00B0F6	1957	73.44	Norway	Europe
96	#00B0F6	1962	73.47	Norway	Europe
96	#00B0F6	1967	74.08	Norway	Europe
96	#00B0F6	1972	74.34	Norway	Europe
96	#00B0F6	1977	75.37	Norway	Europe
96	#00B0F6	1982	75.97	Norway	Europe
96	#00B0F6	1987	75.89	Norway	Europe
96	#00B0F6	1992	77.32	Norway	Europe
96	#00B0F6	1997	78.32	Norway	Europe
96	#00B0F6	2002	79.05	Norway	Europe
96	#00B0F6	2007	80.196	Norway	Europe
97	#00BF7D	1952	37.578	Oman	Asia
97	#00BF7D	1957	40.08	Oman	Asia
97	#00BF7D	1962	43.165	Oman	Asia
97	#00BF7D	1967	46.988	Oman	Asia
97	#00BF7D	1972	52.143	Oman	Asia
97	#00BF7D	1977	57.367	Oman	Asia
97	#00BF7D	1982	62.728	Oman	Asia
97	#00BF7D	1987	67.734	Oman	Asia
97	#00BF7D	1992	71.197	Oman	Asia
97	#00BF7D	1997	72.499	Oman	Asia
97	#00BF7D	2002	74.193	Oman	Asia
97	#00BF7D	2007	75.64	Oman	Asia
98	#00BF7D	1952	43.436	Pakistan	Asia
98	#00BF7D	1957	45.557	Pakistan	Asia
98	#00BF7D	1962	47.67	Pakistan	Asia
98	#00BF7D	1967	49.8	Pakistan	Asia
98	#00BF7D	1972	51.929	Pakistan	Asia
98	#00BF7D	1977	54.043	Pakistan	Asia
98	#00BF7D	1982	56.158	Pakistan	Asia
98	#00BF7D	1987	58.245	Pakistan	Asia
98	#00BF7D	1992	60.838	Pakistan	Asia
98	#00BF7D	1997	61.818	Pakistan	Asia
98	#00BF7D	2002	63.61	Pakistan	Asia
98	#00BF7D	2007	65.483	Pakistan	Asia
99	#A3A500	1952	55.191	Panama	Americas
99	#A3A500	1957	59.201	Panama	Americas
99	#A3A500	1962	61.817	Panama	Americas
99	#A3A500	1967	64.071	Panama	Americas
99	#A3A500	1972	66.216	Panama	Americas
99	#A3A500	1977	68.681	Panama	Americas
99	#A3A500	1982	70.472	Panama	Americas
99	#A3A500	1987	71.523	Panama	Americas
99	#A3A500	1992	72.462	Panama	Americas
99	#A3A500	1997	73.738	Panama	Americas
99	#A3A500	2002	74.712	Panama	Americas
99	#A3A500	2007	75.537	Panama	Americas
100	#A3A500	1952	62.649	Paraguay	Americas
100	#A3A500	1957	63.196	Paraguay	Americas
100	#A3A500	1962	64.361	Paraguay	Americas
100	#A3A500	1967	64.951	Paraguay	Americas
100	#A3A500	1972	65.815	Paraguay	Americas
100	#A3A500	1977	66.353	Paraguay	Americas
100	#A3A500	1982	66.874	Paraguay	Americas
100	#A3A500	1987	67.378	Paraguay	Americas
100	#A3A500	1992	68.225	Paraguay	Americas
100	#A3A500	1997	69.4	Paraguay	Americas
100	#A3A500	2002	70.755	Paraguay	Americas
100	#A3A500	2007	71.752	Paraguay	Americas
101	#A3A500	1952	43.902	Peru	Americas
101	#A3A500	1957	46.263	Peru	Americas
101	#A3A500	1962	49.096	Peru	Americas
101	#A3A500	1967	51.445	Peru	Americas
101	#A3A500	1972	55.448	Peru	Americas
101	#A3A500	1977	58.447	Peru	Americas
101	#A3A500	1982	61.406	Peru	Americas
101	#A3A500	1987	64.134	Peru	Americas
101	#A3A500	1992	66.458	Peru	Americas
101	#A3A500	1997	68.386	Peru	Americas
101	#A3A500	2002	69.906	Peru	Americas
101	#A3A500	2007	71.421	Peru	Americas
102	#00BF7D	1952	47.752	Philippines	Asia
102	#00BF7D	1957	51.334	Philippines	Asia
102	#00BF7D	1962	54.757	Philippines	Asia
102	#00BF7D	1967	56.393	Philippines	Asia
102	#00BF7D	1972	58.065	Philippines	Asia
102	#00BF7D	1977	60.06	Philippines	Asia
102	#00BF7D	1982	62.082	Philippines	Asia
102	#00BF7D	1987	64.151	Philippines	Asia
102	#00BF7D	1992	66.458	Philippines	Asia
102	#00BF7D	1997	68.564	Philippines	Asia
102	#00BF7D	2002	70.303	Philippines	Asia
102	#00BF7D	2007	71.688	Philippines	Asia
103	#00B0F6	1952	61.31	Poland	Europe
103	#00B0F6	1957	65.77	Poland	Europe
103	#00B0F6	1962	67.64	Poland	Europe
103	#00B0F6	1967	69.61	Poland	Europe
103	#00B0F6	1972	70.85	Poland	Europe
103	#00B0F6	1977	70.67	Poland	Europe
103	#00B0F6	1982	71.32	Poland	Europe
103	#00B0F6	1987	70.98	Poland	Europe
103	#00B0F6	1992	70.99	Poland	Europe
103	#00B0F6	1997	72.75	Poland	Europe
103	#00B0F6	2002	74.67	Poland	Europe
103	#00B0F6	2007	75.563	Poland	Europe
104	#00B0F6	1952	59.82	Portugal	Europe
104	#00B0F6	1957	61.51	Portugal	Europe
104	#00B0F6	1962	64.39	Portugal	Europe
104	#00B0F6	1967	66.6	Portugal	Europe
104	#00B0F6	1972	69.26	Portugal	Europe
104	#00B0F6	1977	70.41	Portugal	Europe
104	#00B0F6	1982	72.77	Portugal	Europe
104	#00B0F6	1987	74.06	Portugal	Europe
104	#00B0F6	1992	74.86	Portugal	Europe
104	#00B0F6	1997	75.97	Portugal	Europe
104	#00B0F6	2002	77.29	Portugal	Europe
104	#00B0F6	2007	78.098	Portugal	Europe
105	#A3A500	1952	64.28	Puerto Rico	Americas
105	#A3A500	1957	68.54	Puerto Rico	Americas
105	#A3A500	1962	69.62	Puerto Rico	Americas
105	#A3A500	1967	71.1	Puerto Rico	Americas
105	#A3A500	1972	72.16	Puerto Rico	Americas
105	#A3A500	1977	73.44	Puerto Rico	Americas
105	#A3A500	1982	73.75	Puerto Rico	Americas
105	#A3A500	1987	74.63	Puerto Rico	Americas
105	#A3A500	1992	73.911	Puerto Rico	Americas
105	#A3A500	1997	74.917	Puerto Rico	Americas
105	#A3A500	2002	77.778	Puerto Rico	Americas
105	#A3A500	2007	78.746	Puerto Rico	Americas
106	#F8766D	1952	52.724	Reunion	Africa
106	#F8766D	1957	55.09	Reunion	Africa
106	#F8766D	1962	57.666	Reunion	Africa
106	#F8766D	1967	60.542	Reunion	Africa
106	#F8766D	1972	64.274	Reunion	Africa
106	#F8766D	1977	67.064	Reunion	Africa
106	#F8766D	1982	69.885	Reunion	Africa
106	#F8766D	1987	71.913	Reunion	Africa
106	#F8766D	1992	73.615	Reunion	Africa
106	#F8766D	1997	74.772	Reunion	Africa
106	#F8766D	2002	75.744	Reunion	Africa
106	#F8766D	2007	76.442	Reunion	Africa
107	#00B0F6	1952	61.05	Romania	Europe
107	#00B0F6	1957	64.1	Romania	Europe
107	#00B0F6	1962	66.8	Romania	Europe
107	#00B0F6	1967	66.8	Romania	Europe
107	#00B0F6	1972	69.21	Romania	Europe
107	#00B0F6	1977	69.46	Romania	Europe
107	#00B0F6	1982	69.66	Romania	Europe
107	#00B0F6	1987	69.53	Romania	Europe
107	#00B0F6	1992	69.36	Romania	Europe
107	#00B0F6	1997	69.72	Romania	Europe
107	#00B0F6	2002	71.322	Romania	Europe
107	#00B0F6	2007	72.476	Romania	Europe
108	#F8766D	1952	40	Rwanda	Africa
108	#F8766D	1957	41.5	Rwanda	Africa
108	#F8766D	1962	43	Rwanda	Africa
108	#F8766D	1967	44.1	Rwanda	Africa
108	#F8766D	1972	44.6	Rwanda	Africa
108	#F8766D	1977	45	Rwanda	Africa
108	#F8766D	1982	46.218	Rwanda	Africa
108	#F8766D	1987	44.02	Rwanda	Africa
108	#F8766D	1992	23.599	Rwanda	Africa
108	#F8766D	1997	36.087	Rwanda	Africa
108	#F8766D	2002	43.413	Rwanda	Africa
108	#F8766D	2007	46.242	Rwanda	Africa
109	#F8766D	1952	46.471	Sao Tome and Principe	Africa
109	#F8766D	1957	48.945	Sao Tome and Principe	Africa
109	#F8766D	1962	51.893	Sao Tome and Principe	Africa
109	#F8766D	1967	54.425	Sao Tome and Principe	Africa
109	#F8766D	1972	56.48	Sao Tome and Principe	Africa
109	#F8766D	1977	58.55	Sao Tome and Principe	Africa
109	#F8766D	1982	60.351	Sao Tome and Principe	Africa
109	#F8766D	1987	61.728	Sao Tome and Principe	Africa
109	#F8766D	1992	62.742	Sao Tome and Principe	Africa
109	#F8766D	1997	63.306	Sao Tome and Principe	Africa
109	#F8766D	2002	64.337	Sao Tome and Principe	Africa
109	#F8766D	2007	65.528	Sao Tome and Principe	Africa
110	#00BF7D	1952	39.875	Saudi Arabia	Asia
110	#00BF7D	1957	42.868	Saudi Arabia	Asia
110	#00BF7D	1962	45.914	Saudi Arabia	Asia
110	#00BF7D	1967	49.901	Saudi Arabia	Asia
110	#00BF7D	1972	53.886	Saudi Arabia	Asia
110	#00BF7D	1977	58.69	Saudi Arabia	Asia
110	#00BF7D	1982	63.012	Saudi Arabia	Asia
110	#00BF7D	1987	66.295	Saudi Arabia	Asia
110	#00BF7D	1992	68.768	Saudi Arabia	Asia
110	#00BF7D	1997	70.533	Saudi Arabia	Asia
110	#00BF7D	2002	71.626	Saudi Arabia	Asia
110	#00BF7D	2007	72.777	Saudi Arabia	Asia
111	#F8766D	1952	37.278	Senegal	Africa
111	#F8766D	1957	39.329	Senegal	Africa
111	#F8766D	1962	41.454	Senegal	Africa
111	#F8766D	1967	43.563	Senegal	Africa
111	#F8766D	1972	45.815	Senegal	Africa
111	#F8766D	1977	48.879	Senegal	Africa
111	#F8766D	1982	52.379	Senegal	Africa
111	#F8766D	1987	55.769	Senegal	Africa
111	#F8766D	1992	58.196	Senegal	Africa
111	#F8766D	1997	60.187	Senegal	Africa
111	#F8766D	2002	61.6	Senegal	Africa
111	#F8766D	2007	63.062	Senegal	Africa
112	#00B0F6	1952	57.996	Serbia	Europe
112	#00B0F6	1957	61.685	Serbia	Europe
112	#00B0F6	1962	64.531	Serbia	Europe
112	#00B0F6	1967	66.914	Serbia	Europe
112	#00B0F6	1972	68.7	Serbia	Europe
112	#00B0F6	1977	70.3	Serbia	Europe
112	#00B0F6	1982	70.162	Serbia	Europe
112	#00B0F6	1987	71.218	Serbia	Europe
112	#00B0F6	1992	71.659	Serbia	Europe
112	#00B0F6	1997	72.232	Serbia	Europe
112	#00B0F6	2002	73.213	Serbia	Europe
112	#00B0F6	2007	74.002	Serbia	Europe
113	#F8766D	1952	30.331	Sierra Leone	Africa
113	#F8766D	1957	31.57	Sierra Leone	Africa
113	#F8766D	1962	32.767	Sierra Leone	Africa
113	#F8766D	1967	34.113	Sierra Leone	Africa
113	#F8766D	1972	35.4	Sierra Leone	Africa
113	#F8766D	1977	36.788	Sierra Leone	Africa
113	#F8766D	1982	38.445	Sierra Leone	Africa
113	#F8766D	1987	40.006	Sierra Leone	Africa
113	#F8766D	1992	38.333	Sierra Leone	Africa
113	#F8766D	1997	39.897	Sierra Leone	Africa
113	#F8766D	2002	41.012	Sierra Leone	Africa
113	#F8766D	2007	42.568	Sierra Leone	Africa
114	#00BF7D	1952	60.396	Singapore	Asia
114	#00BF7D	1957	63.179	Singapore	Asia
114	#00BF7D	1962	65.798	Singapore	Asia
114	#00BF7D	1967	67.946	Singapore	Asia
114	#00BF7D	1972	69.521	Singapore	Asia
114	#00BF7D	1977	70.795	Singapore	Asia
114	#00BF7D	1982	71.76	Singapore	Asia
114	#00BF7D	1987	73.56	Singapore	Asia
114	#00BF7D	1992	75.788	Singapore	Asia
114	#00BF7D	1997	77.158	Singapore	Asia
114	#00BF7D	2002	78.77	Singapore	Asia
114	#00BF7D	2007	79.972	Singapore	Asia
115	#00B0F6	1952	64.36	Slovak Republic	Europe
115	#00B0F6	1957	67.45	Slovak Republic	Europe
115	#00B0F6	1962	70.33	Slovak Republic	Europe
115	#00B0F6	1967	70.98	Slovak Republic	Europe
115	#00B0F6	1972	70.35	Slovak Republic	Europe
115	#00B0F6	1977	70.45	Slovak Republic	Europe
115	#00B0F6	1982	70.8	Slovak Republic	Europe
115	#00B0F6	1987	71.08	Slovak Republic	Europe
115	#00B0F6	1992	71.38	Slovak Republic	Europe
115	#00B0F6	1997	72.71	Slovak Republic	Europe
115	#00B0F6	2002	73.8	Slovak Republic	Europe
115	#00B0F6	2007	74.663	Slovak Republic	Europe
116	#00B0F6	1952	65.57	Slovenia	Europe
116	#00B0F6	1957	67.85	Slovenia	Europe
116	#00B0F6	1962	69.15	Slovenia	Europe
116	#00B0F6	1967	69.18	Slovenia	Europe
116	#00B0F6	1972	69.82	Slovenia	Europe
116	#00B0F6	1977	70.97	Slovenia	Europe
116	#00B0F6	1982	71.063	Slovenia	Europe
116	#00B0F6	1987	72.25	Slovenia	Europe
116	#00B0F6	1992	73.64	Slovenia	Europe
116	#00B0F6	1997	75.13	Slovenia	Europe
116	#00B0F6	2002	76.66	Slovenia	Europe
116	#00B0F6	2007	77.926	Slovenia	Europe
117	#F8766D	1952	32.978	Somalia	Africa
117	#F8766D	1957	34.977	Somalia	Africa
117	#F8766D	1962	36.981	Somalia	Africa
117	#F8766D	1967	38.977	Somalia	Africa
117	#F8766D	1972	40.973	Somalia	Africa
117	#F8766D	1977	41.974	Somalia	Africa
117	#F8766D	1982	42.955	Somalia	Africa
117	#F8766D	1987	44.501	Somalia	Africa
117	#F8766D	1992	39.658	Somalia	Africa
117	#F8766D	1997	43.795	Somalia	Africa
117	#F8766D	2002	45.936	Somalia	Africa
117	#F8766D	2007	48.159	Somalia	Africa
118	#F8766D	1952	45.009	South Africa	Africa
118	#F8766D	1957	47.985	South Africa	Africa
118	#F8766D	1962	49.951	South Africa	Africa
118	#F8766D	1967	51.927	South Africa	Africa
118	#F8766D	1972	53.696	South Africa	Africa
118	#F8766D	1977	55.527	South Africa	Africa
118	#F8766D	1982	58.161	South Africa	Africa
118	#F8766D	1987	60.834	South Africa	Africa
118	#F8766D	1992	61.888	South Africa	Africa
118	#F8766D	1997	60.236	South Africa	Africa
118	#F8766D	2002	53.365	South Africa	Africa
118	#F8766D	2007	49.339	South Africa	Africa
119	#00B0F6	1952	64.94	Spain	Europe
119	#00B0F6	1957	66.66	Spain	Europe
119	#00B0F6	1962	69.69	Spain	Europe
119	#00B0F6	1967	71.44	Spain	Europe
119	#00B0F6	1972	73.06	Spain	Europe
119	#00B0F6	1977	74.39	Spain	Europe
119	#00B0F6	1982	76.3	Spain	Europe
119	#00B0F6	1987	76.9	Spain	Europe
119	#00B0F6	1992	77.57	Spain	Europe
119	#00B0F6	1997	78.77	Spain	Europe
119	#00B0F6	2002	79.78	Spain	Europe
119	#00B0F6	2007	80.941	Spain	Europe
120	#00BF7D	1952	57.593	Sri Lanka	Asia
120	#00BF7D	1957	61.456	Sri Lanka	Asia
120	#00BF7D	1962	62.192	Sri Lanka	Asia
120	#00BF7D	1967	64.266	Sri Lanka	Asia
120	#00BF7D	1972	65.042	Sri Lanka	Asia
120	#00BF7D	1977	65.949	Sri Lanka	Asia
120	#00BF7D	1982	68.757	Sri Lanka	Asia
120	#00BF7D	1987	69.011	Sri Lanka	Asia
120	#00BF7D	1992	70.379	Sri Lanka	Asia
120	#00BF7D	1997	70.457	Sri Lanka	Asia
120	#00BF7D	2002	70.815	Sri Lanka	Asia
120	#00BF7D	2007	72.396	Sri Lanka	Asia
121	#F8766D	1952	38.635	Sudan	Africa
121	#F8766D	1957	39.624	Sudan	Africa
121	#F8766D	1962	40.87	Sudan	Africa
121	#F8766D	1967	42.858	Sudan	Africa
121	#F8766D	1972	45.083	Sudan	Africa
121	#F8766D	1977	47.8	Sudan	Africa
121	#F8766D	1982	50.338	Sudan	Africa
121	#F8766D	1987	51.744	Sudan	Africa
121	#F8766D	1992	53.556	Sudan	Africa
121	#F8766D	1997	55.373	Sudan	Africa
121	#F8766D	2002	56.369	Sudan	Africa
121	#F8766D	2007	58.556	Sudan	Africa
122	#F8766D	1952	41.407	Swaziland	Africa
122	#F8766D	1957	43.424	Swaziland	Africa
122	#F8766D	1962	44.992	Swaziland	Africa
122	#F8766D	1967	46.633	Swaziland	Africa
122	#F8766D	1972	49.552	Swaziland	Africa
122	#F8766D	1977	52.537	Swaziland	Africa
122	#F8766D	1982	55.561	Swaziland	Africa
122	#F8766D	1987	57.678	Swaziland	Africa
122	#F8766D	1992	58.474	Swaziland	Africa
122	#F8766D	1997	54.289	Swaziland	Africa
122	#F8766D	2002	43.869	Swaziland	Africa
122	#F8766D	2007	39.613	Swaziland	Africa
123	#00B0F6	1952	71.86	Sweden	Europe
123	#00B0F6	1957	72.49	Sweden	Europe
123	#00B0F6	1962	73.37	Sweden	Europe
123	#00B0F6	1967	74.16	Sweden	Europe
123	#00B0F6	1972	74.72	Sweden	Europe
123	#00B0F6	1977	75.44	Sweden	Europe
123	#00B0F6	1982	76.42	Sweden	Europe
123	#00B0F6	1987	77.19	Sweden	Europe
123	#00B0F6	1992	78.16	Sweden	Europe
123	#00B0F6	1997	79.39	Sweden	Europe
123	#00B0F6	2002	80.04	Sweden	Europe
123	#00B0F6	2007	80.884	Sweden	Europe
124	#00B0F6	1952	69.62	Switzerland	Europe
124	#00B0F6	1957	70.56	Switzerland	Europe
124	#00B0F6	1962	71.32	Switzerland	Europe
124	#00B0F6	1967	72.77	Switzerland	Europe
124	#00B0F6	1972	73.78	Switzerland	Europe
124	#00B0F6	1977	75.39	Switzerland	Europe
124	#00B0F6	1982	76.21	Switzerland	Europe
124	#00B0F6	1987	77.41	Switzerland	Europe
124	#00B0F6	1992	78.03	Switzerland	Europe
124	#00B0F6	1997	79.37	Switzerland	Europe
124	#00B0F6	2002	80.62	Switzerland	Europe
124	#00B0F6	2007	81.701	Switzerland	Europe
125	#00BF7D	1952	45.883	Syria	Asia
125	#00BF7D	1957	48.284	Syria	Asia
125	#00BF7D	1962	50.305	Syria	Asia
125	#00BF7D	1967	53.655	Syria	Asia
125	#00BF7D	1972	57.296	Syria	Asia
125	#00BF7D	1977	61.195	Syria	Asia
125	#00BF7D	1982	64.59	Syria	Asia
125	#00BF7D	1987	66.974	Syria	Asia
125	#00BF7D	1992	69.249	Syria	Asia
125	#00BF7D	1997	71.527	Syria	Asia
125	#00BF7D	2002	73.053	Syria	Asia
125	#00BF7D	2007	74.143	Syria	Asia
126	#00BF7D	1952	58.5	Taiwan	Asia
126	#00BF7D	1957	62.4	Taiwan	Asia
126	#00BF7D	1962	65.2	Taiwan	Asia
126	#00BF7D	1967	67.5	Taiwan	Asia
126	#00BF7D	1972	69.39	Taiwan	Asia
126	#00BF7D	1977	70.59	Taiwan	Asia
126	#00BF7D	1982	72.16	Taiwan	Asia
126	#00BF7D	1987	73.4	Taiwan	Asia
126	#00BF7D	1992	74.26	Taiwan	Asia
126	#00BF7D	1997	75.25	Taiwan	Asia
126	#00BF7D	2002	76.99	Taiwan	Asia
126	#00BF7D	2007	78.4	Taiwan	Asia
127	#F8766D	1952	41.215	Tanzania	Africa
127	#F8766D	1957	42.974	Tanzania	Africa
127	#F8766D	1962	44.246	Tanzania	Africa
127	#F8766D	1967	45.757	Tanzania	Africa
127	#F8766D	1972	47.62	Tanzania	Africa
127	#F8766D	1977	49.919	Tanzania	Africa
127	#F8766D	1982	50.608	Tanzania	Africa
127	#F8766D	1987	51.535	Tanzania	Africa
127	#F8766D	1992	50.44	Tanzania	Africa
127	#F8766D	1997	48.466	Tanzania	Africa
127	#F8766D	2002	49.651	Tanzania	Africa
127	#F8766D	2007	52.517	Tanzania	Africa
128	#00BF7D	1952	50.848	Thailand	Asia
128	#00BF7D	1957	53.63	Thailand	Asia
128	#00BF7D	1962	56.061	Thailand	Asia
128	#00BF7D	1967	58.285	Thailand	Asia
128	#00BF7D	1972	60.405	Thailand	Asia
128	#00BF7D	1977	62.494	Thailand	Asia
128	#00BF7D	1982	64.597	Thailand	Asia
128	#00BF7D	1987	66.084	Thailand	Asia
128	#00BF7D	1992	67.298	Thailand	Asia
128	#00BF7D	1997	67.521	Thailand	Asia
128	#00BF7D	2002	68.564	Thailand	Asia
128	#00BF7D	2007	70.616	Thailand	Asia
129	#F8766D	1952	38.596	Togo	Africa
129	#F8766D	1957	41.208	Togo	Africa
129	#F8766D	1962	43.922	Togo	Africa
129	#F8766D	1967	46.769	Togo	Africa
129	#F8766D	1972	49.759	Togo	Africa
129	#F8766D	1977	52.887	Togo	Africa
129	#F8766D	1982	55.471	Togo	Africa
129	#F8766D	1987	56.941	Togo	Africa
129	#F8766D	1992	58.061	Togo	Africa
129	#F8766D	1997	58.39	Togo	Africa
129	#F8766D	2002	57.561	Togo	Africa
129	#F8766D	2007	58.42	Togo	Africa
130	#A3A500	1952	59.1	Trinidad and Tobago	Americas
130	#A3A500	1957	61.8	Trinidad and Tobago	Americas
130	#A3A500	1962	64.9	Trinidad and Tobago	Americas
130	#A3A500	1967	65.4	Trinidad and Tobago	Americas
130	#A3A500	1972	65.9	Trinidad and Tobago	Americas
130	#A3A500	1977	68.3	Trinidad and Tobago	Americas
130	#A3A500	1982	68.832	Trinidad and Tobago	Americas
130	#A3A500	1987	69.582	Trinidad and Tobago	Americas
130	#A3A500	1992	69.862	Trinidad and Tobago	Americas
130	#A3A500	1997	69.465	Trinidad and Tobago	Americas
130	#A3A500	2002	68.976	Trinidad and Tobago	Americas
130	#A3A500	2007	69.819	Trinidad and Tobago	Americas
131	#F8766D	1952	44.6	Tunisia	Africa
131	#F8766D	1957	47.1	Tunisia	Africa
131	#F8766D	1962	49.579	Tunisia	Africa
131	#F8766D	1967	52.053	Tunisia	Africa
131	#F8766D	1972	55.602	Tunisia	Africa
131	#F8766D	1977	59.837	Tunisia	Africa
131	#F8766D	1982	64.048	Tunisia	Africa
131	#F8766D	1987	66.894	Tunisia	Africa
131	#F8766D	1992	70.001	Tunisia	Africa
131	#F8766D	1997	71.973	Tunisia	Africa
131	#F8766D	2002	73.042	Tunisia	Africa
131	#F8766D	2007	73.923	Tunisia	Africa
132	#00B0F6	1952	43.585	Turkey	Europe
132	#00B0F6	1957	48.079	Turkey	Europe
132	#00B0F6	1962	52.098	Turkey	Europe
132	#00B0F6	1967	54.336	Turkey	Europe
132	#00B0F6	1972	57.005	Turkey	Europe
132	#00B0F6	1977	59.507	Turkey	Europe
132	#00B0F6	1982	61.036	Turkey	Europe
132	#00B0F6	1987	63.108	Turkey	Europe
132	#00B0F6	1992	66.146	Turkey	Europe
132	#00B0F6	1997	68.835	Turkey	Europe
132	#00B0F6	2002	70.845	Turkey	Europe
132	#00B0F6	2007	71.777	Turkey	Europe
133	#F8766D	1952	39.978	Uganda	Africa
133	#F8766D	1957	42.571	Uganda	Africa
133	#F8766D	1962	45.344	Uganda	Africa
133	#F8766D	1967	48.051	Uganda	Africa
133	#F8766D	1972	51.016	Uganda	Africa
133	#F8766D	1977	50.35	Uganda	Africa
133	#F8766D	1982	49.849	Uganda	Africa
133	#F8766D	1987	51.509	Uganda	Africa
133	#F8766D	1992	48.825	Uganda	Africa
133	#F8766D	1997	44.578	Uganda	Africa
133	#F8766D	2002	47.813	Uganda	Africa
133	#F8766D	2007	51.542	Uganda	Africa
134	#00B0F6	1952	69.18	United Kingdom	Europe
134	#00B0F6	1957	70.42	United Kingdom	Europe
134	#00B0F6	1962	70.76	United Kingdom	Europe
134	#00B0F6	1967	71.36	United Kingdom	Europe
134	#00B0F6	1972	72.01	United Kingdom	Europe
134	#00B0F6	1977	72.76	United Kingdom	Europe
134	#00B0F6	1982	74.04	United Kingdom	Europe
134	#00B0F6	1987	75.007	United Kingdom	Europe
134	#00B0F6	1992	76.42	United Kingdom	Europe
134	#00B0F6	1997	77.218	United Kingdom	Europe
134	#00B0F6	2002	78.471	United Kingdom	Europe
134	#00B0F6	2007	79.425	United Kingdom	Europe
135	#A3A500	1952	68.44	United States	Americas
135	#A3A500	1957	69.49	United States	Americas
135	#A3A500	1962	70.21	United States	Americas
135	#A3A500	1967	70.76	United States	Americas
135	#A3A500	1972	71.34	United States	Americas
135	#A3A500	1977	73.38	United States	Americas
135	#A3A500	1982	74.65	United States	Americas
135	#A3A500	1987	75.02	United States	Americas
135	#A3A500	1992	76.09	United States	Americas
135	#A3A500	1997	76.81	United States	Americas
135	#A3A500	2002	77.31	United States	Americas
135	#A3A500	2007	78.242	United States	Americas
136	#A3A500	1952	66.071	Uruguay	Americas
136	#A3A500	1957	67.044	Uruguay	Americas
136	#A3A500	1962	68.253	Uruguay	Americas
136	#A3A500	1967	68.468	Uruguay	Americas
136	#A3A500	1972	68.673	Uruguay	Americas
136	#A3A500	1977	69.481	Uruguay	Americas
136	#A3A500	1982	70.805	Uruguay	Americas
136	#A3A500	1987	71.918	Uruguay	Americas
136	#A3A500	1992	72.752	Uruguay	Americas
136	#A3A500	1997	74.223	Uruguay	Americas
136	#A3A500	2002	75.307	Uruguay	Americas
136	#A3A500	2007	76.384	Uruguay	Americas
137	#A3A500	1952	55.088	Venezuela	Americas
137	#A3A500	1957	57.907	Venezuela	Americas
137	#A3A500	1962	60.77	Venezuela	Americas
137	#A3A500	1967	63.479	Venezuela	Americas
137	#A3A500	1972	65.712	Venezuela	Americas
137	#A3A500	1977	67.456	Venezuela	Americas
137	#A3A500	1982	68.557	Venezuela	Americas
137	#A3A500	1987	70.19	Venezuela	Americas
137	#A3A500	1992	71.15	Venezuela	Americas
137	#A3A500	1997	72.146	Venezuela	Americas
137	#A3A500	2002	72.766	Venezuela	Americas
137	#A3A500	2007	73.747	Venezuela	Americas
138	#00BF7D	1952	40.412	Vietnam	Asia
138	#00BF7D	1957	42.887	Vietnam	Asia
138	#00BF7D	1962	45.363	Vietnam	Asia
138	#00BF7D	1967	47.838	Vietnam	Asia
138	#00BF7D	1972	50.254	Vietnam	Asia
138	#00BF7D	1977	55.764	Vietnam	Asia
138	#00BF7D	1982	58.816	Vietnam	Asia
138	#00BF7D	1987	62.82	Vietnam	Asia
138	#00BF7D	1992	67.662	Vietnam	Asia
138	#00BF7D	1997	70.672	Vietnam	Asia
138	#00BF7D	2002	73.017	Vietnam	Asia
138	#00BF7D	2007	74.249	Vietnam	Asia
139	#00BF7D	1952	43.16	West Bank and Gaza	Asia
139	#00BF7D	1957	45.671	West Bank and Gaza	Asia
139	#00BF7D	1962	48.127	West Bank and Gaza	Asia
139	#00BF7D	1967	51.631	West Bank and Gaza	Asia
139	#00BF7D	1972	56.532	West Bank and Gaza	Asia
